"","L2/3","Oligo_1","AST-PP","OPC_1","L4_1","IN-VIP","L4_2","IN-PV","Neu-NRGN-II","Oligo_2","Microglia","IN-SST","L5/6-CC","IN-SV2C","L5/6_1","Endothelial","L5/6_2","OPC_2"
"AP1S2",-0.165673809606627,0.0627093776721531,-0.0747999056441909,-0.138209237895161,-0.248384080764574,0.869500321384068,-0.0645402849609917,-0.0826683688132314,-0.0402930764992796,0.0867907338725996,-0.127142824024317,-0.201061659647418,-0.205864359152503,1.34105934166499,-0.201200699043268,0.157765697307185,-0.209584271104803,-0.1581205141322
"AC090015.1",-0.185354655009116,0.832940885724061,-0.250882612162471,-0.250633826151568,-0.206748533702697,-0.246969130007597,-0.251923052835462,-0.249201400648482,-0.266299749597698,1.19927173044803,-0.213354462140365,-0.216104475536595,-0.244564384199052,-0.250176793579745,-0.250396851118317,-0.238684290885398,-0.258979964370844,-0.22033686061019
"ETV1",-0.209968611630354,-0.303615596775439,0.22605537024103,0.783177617005522,-0.144096929443747,-0.264080635980175,0.552675361527072,-0.109415723539641,0.0960563736864928,-0.318317923241845,-0.227107964795068,-0.170068835283788,0.00738142321080164,0.381901369193966,0.580571109815248,-0.0360304207193465,1.60125401350883,0.562435007860944
"C8orf34",-0.120590518766247,-0.363286708345432,-0.345241567840684,-0.348119864396123,0.11835252893829,1.56146945777311,0.0394783296406478,0.162620067912533,-0.271331119895111,-0.371404762304122,-0.351184079293492,0.372287785513131,0.204359002292598,1.51758235735719,0.737522736647467,-0.27047829924049,1.05041733662126,-0.314200380180368
"LRP2",-0.249037029846813,0.816592116976367,-0.244756957457086,-0.238337647584604,-0.24786702620397,-0.240312395115422,-0.242854378414759,-0.247860953339604,-0.250452950216711,1.46715467258801,-0.208737441622803,-0.246244824423292,-0.244220261188468,-0.231115286983874,-0.209609210624711,-0.238240634619249,-0.239695557903777,-0.2644510500891
"AL163541.1",-0.0170661313852975,-0.165855027441753,-0.0216054117135641,-0.141414583643984,-0.140464957373582,-0.127289685756694,-0.0927887004713209,-0.115732752729557,-0.167078639426392,-0.147689853157589,2.508794916449,-0.130729185331897,-0.0887158953001772,-0.142145340340606,0.0716696007455673,-0.151922526710375,-0.147330262320477,1.0534345828936
"GNA14",-0.145007426549746,-0.212857256248515,1.59106682322308,-0.180843365376302,-0.105752526248188,-0.234901769805572,-0.182297378273138,-0.198796927864838,-0.220635228359424,-0.240701536309578,-0.204328843560257,-0.223149995794406,-0.212925745393829,-0.240183812968914,-0.187506861741669,-0.0102957467702932,-0.0334576789008512,-0.192136531447198
"C3",-0.137435738405058,-0.145223925983743,-0.118142670266403,-0.135484885739944,-0.138476858952386,-0.132828986133116,-0.132989379885363,-0.139748274774186,-0.127315847860926,-0.153028376168843,3.47793512329655,-0.135107019026874,-0.131907078936219,-0.131686408616248,-0.133724783462415,-0.117335446361369,-0.131110936210457,2.05018254243875
"GRIN3A",-0.176401595721924,-0.272502503121808,-0.268018902047325,-0.271189394765105,-0.245489213865199,0.296863816985387,0.315554035628694,0.338689918819604,-0.138101495660704,-0.276037319436006,-0.260160451530789,1.93470944223995,-0.209377304210182,2.04914893014139,-0.0353408213282631,-0.232222635869955,1.20033231866779,-0.205382883611325
"ADAM28",-0.123726214986468,-0.158854807946695,-0.16023486621724,-0.158915941085483,-0.126880828965011,-0.145976436942155,-0.120303468031499,-0.127850760195049,-0.146771984325058,-0.161793401688,3.63813430003988,-0.151958743338257,-0.127727717529224,-0.158468440099041,-0.0739152260151242,-0.13357604130015,-0.125879178374958,1.66401864168248
"PDE3A",-0.174149274054857,-0.231784930926436,0.42517614720899,0.231070290214111,-0.19198747841215,1.18682185037624,-0.212866340154195,-0.0390630270499444,-0.235735344282715,-0.243685541253934,-0.166103532310041,-0.206872777793382,-0.217777128146635,0.144703460684738,-0.203700667458864,0.948455823325416,-0.18486709520777,0.147059989767874
"HSPA1A",-0.0953987294359531,0.125405528134078,0.045869812404543,0.100569224279614,0.0018502132757407,-0.0114209589102387,-0.136604604772732,-0.0879158452664444,-0.140167267353576,-0.291233553543277,0.57527242485424,0.0177681803761463,-0.119475145614366,0.0301328248959041,-0.170360846890878,0.680986018728188,-0.118758403067783,0.313725508933021
"AC053513.1",-0.113018411454563,-0.240713345646352,1.40572850529467,-0.123960573978885,-0.128121381523302,-0.145796721349632,-0.138580176055178,-0.119242492795206,-0.279781173647905,-0.255436153832688,-0.130616043409559,-0.177613183238205,-0.137215301611197,-0.164150352933844,-0.129756742755237,-0.223484767312256,-0.125094786278878,-0.0276441666290982
"ZFHX3",-0.159585210414696,-0.299608456055615,0.510622278636203,0.507199084040667,-0.308512116476105,-0.0206482473034706,-0.159155320034157,-0.333392597386822,-0.379285372917824,-0.240635978031954,1.57065333980951,-0.296899033592336,-0.294053047355657,-0.344393839353276,1.0264851567486,1.1574086416516,-0.123839502134482,1.20226254892346
"GRIK3",-0.246536543585747,-0.297272177045792,-0.304246245866573,0.462537047142039,-0.277449999217719,-0.235296183752903,0.263505920253623,0.944814677651108,-0.19144160211753,-0.276541766763062,-0.291869102941439,1.67003447525578,0.549541572253514,-0.292643906473299,1.12150782919397,-0.286894770391817,0.625038854623949,0.23285790425583
"LINC00320",-0.193067803647326,0.938369050110363,-0.327650516138701,0.0182874377241595,-0.264685660924507,-0.326415033883157,-0.299301895276458,-0.330651119426308,-0.299293290132714,1.13426426565323,-0.283475762857684,-0.333879202763567,-0.0545874807491952,-0.313431823553145,-0.32146176791513,-0.319594769964851,-0.336034027054477,-0.160156030053567
"PTCHD4",-0.123896880036829,-0.407924007818565,-0.40309461853599,-0.398521258001157,0.719698729619141,-0.0531119701896927,0.377641110041518,1.21474142315916,-0.382273087423103,-0.408797255963009,-0.156063815187533,0.688481967527813,-0.327220567981136,2.4963425359043,0.237117670642238,-0.320549970003637,0.574776940436149,-0.402450422539417
"TUBB2B",-0.217213735841733,-0.218617710823332,0.904781968681182,0.238674625934314,-0.216789070991193,0.36645090687459,-0.232832308915855,0.162603418869978,-0.185424107007919,-0.264413462828209,-0.211006384916169,0.138070844877133,-0.240752600322939,-8.14312782452351e-05,-0.220854983053308,-0.198849697742217,-0.18089757485318,0.206397158052129
"CASC15",-0.0658937552548242,-0.415983028633746,-0.426949379967995,-0.136096159966488,1.45698307197293,-0.189309224687941,1.97044981358754,-0.160761310552782,-0.249234948567832,-0.425309813076595,-0.378599979696536,-0.129405159274175,0.0238127541825445,-0.116108780007341,0.0494039126817577,0.370444779445801,0.243501826033523,-0.277509403714453
"BX284613.2",-0.149470073979144,-0.211224328180669,-0.133362680177794,2.2473760776195,-0.154089564550192,-0.174622860643078,-0.151085537820389,-0.137451949354902,-0.214433724782857,-0.21776393615025,-0.202362941766113,-0.163793492772458,-0.103489165431362,-0.176013132462697,-0.124059827756043,0.139378946186522,-0.181676351940219,1.21356830074495
"LINC01630",-0.241442657338767,0.772478012116911,-0.28473552494489,-0.280401940256899,-0.266717264838945,-0.0394318985188299,-0.289575249710139,-0.266386824213476,-0.304922397986815,1.51456232804785,-0.26482057247638,-0.235121266522292,-0.243636941970476,0.175291726181702,-0.268988374466785,-0.294128601557998,-0.299093254721942,-0.301726098782492
"ST6GAL1",-0.0858622855855927,-0.352033285606848,-0.294648699839955,0.441945662454716,0.0488771440613812,-0.281781674726628,0.0814729806862122,-0.121331815091796,-0.259678064618593,-0.3514423981322,3.08256685595015,-0.106548648697578,-0.0158391489121268,-0.209485651831305,0.00402673801843866,1.05529479069265,-0.326090729144194,1.68242725388721
"HEPN1",-0.248369445582489,0.322272201971719,0.763717204870419,0.187750592631208,-0.248224839845107,-0.196108691893422,-0.251944680704047,-0.251379585178898,-0.249977719945922,0.218963661237666,-0.200219249365532,-0.245310320020088,-0.255081130197265,-0.252293156651186,-0.250284992961608,-0.222797234434003,-0.250781234660656,0.0534230219744286
"STON2",-0.224863780878584,-0.222185635644089,1.74884894467285,-0.183350428611175,-0.230206586952786,-0.226396897697991,-0.230101041523974,-0.200166380257979,-0.230585022802943,-0.236491107822515,0.163971788964955,-0.20574537027914,-0.228786647213508,-0.225270138281557,-0.223662563065126,-0.196784387742854,-0.237396910871754,-0.0952505859627283
"ADRA1A",-0.249463120360049,-0.307638554285759,0.578110497476512,0.43747917998216,-0.298212111455792,0.846136368575956,-0.163197212923148,0.141528523802906,-0.216098831417939,-0.310630075991495,-0.279412171923778,0.0281034852802301,-0.295790365906469,0.961095765898376,-0.0318157367426969,-0.284899590753394,-0.048300788439549,0.190704809921533
"ALDH1A1",-0.194198513539818,-0.227184820607603,1.35156750830397,-0.218338334313778,0.41632886478998,-0.219097615124506,-0.197771740249417,-0.223186558082996,-0.20196405730422,-0.233257610529082,-0.155960899309827,-0.222089617446377,0.0453989536501137,-0.217332187372644,-0.207191800237779,-0.11150830672755,-0.0994748062348688,-0.212430571040121
"PCDH11X",-0.0986025459020463,-0.450543429758551,-0.463683347381284,0.270966072101983,0.677576204573761,0.529890627994822,0.381792050680909,0.190104696349225,-0.413749447566065,-0.460523226975349,-0.449070157482231,1.57986758811502,0.0508651858951934,-0.340025166860368,1.43509585567639,-0.375029937704514,0.297021692139595,0.0851127717717097
"RGS20",-0.157439391631502,-0.253924306908594,1.73347900337989,-0.240634575729062,-0.22528558062724,-0.139555884813094,-0.244440064765273,-0.189884259191888,-0.226085901716616,-0.255310660629838,-0.18318842952685,-0.165269558526635,-0.119031713810171,-0.160637594631979,-0.230600937527378,-0.226478385605879,-0.231115656560424,-0.263855782728673
"DPP10",0.35376262501935,-0.894234174669541,0.0823197153439169,0.0360488985067633,0.467499358420349,-0.492090547258028,1.01896119574932,1.54323053340022,-0.703635070913809,-0.956467803047134,-0.870916322087741,-0.297876661230232,0.88989336449748,-0.3036730476555,1.20292180632548,-0.837866355109313,1.12845560643308,-0.0873919675393086
"PCSK6",-0.169693313153413,0.908006906154213,-0.328357229914408,-0.196382317646908,-0.325127981868096,-0.289912085386774,-0.364035810711455,-0.202838552446239,-0.36895929172816,1.61836704012498,-0.324540828137485,-0.235085792673774,-0.359742058357256,-0.300004466199983,-0.297864367248167,-0.339647977025063,-0.31947786875568,-0.173546116312148
"TXNIP",-0.249778860592836,0.495161135852275,0.0450228026007877,0.268784681837877,-0.25335077055963,-0.244590088727234,-0.248653819583659,-0.25107173557696,-0.257167588376168,0.383166166295486,0.458579727430594,-0.240429038060303,-0.25065197081167,-0.201559667794651,-0.23406851969908,1.0200639320286,-0.24234654015215,0.0794110710047664
"BCAN",-0.164374274607762,-0.294396425230528,0.451580883442351,1.75240937769249,-0.163697927777968,-0.190278263668391,-0.149637260680473,-0.0458242101626649,-0.161214220390978,-0.298946306314466,-0.280155894269884,-0.256555325052776,-0.155784577952829,-0.193810464577681,-0.224619541561344,-0.294542603777906,-0.154401260249283,1.33882698051151
"ROR1",-0.255618783023694,0.222413414379466,0.41497762057886,-0.260398696790105,-0.252192376831507,-0.132459008697172,-0.272930207870809,0.389886069261924,-0.291939533273389,0.771177989652494,-0.220591847882389,-0.0392262620333481,-0.25771500839079,-0.101726880291204,-0.154135150825388,0.192392774494109,0.740395482333612,-0.305987076795239
"BTBD11",-0.242793817292398,-0.276642730767914,-0.204234806255319,-0.119671019532951,-0.247477643142387,1.13087949599332,-0.103206951553085,2.12454642187442,-0.262551417207076,-0.273216233096404,-0.247623197169826,0.370855054556758,-0.248486347137145,0.137498253587276,-0.245433804911246,-0.250837130856048,-0.238482561802003,-0.191647837777788
"SLC25A18",-0.213116768406602,-0.196445008730389,1.7292071343906,-0.0897550718877701,-0.232423990673179,-0.227448100372654,-0.230240445427103,-0.22529773910667,-0.247718241182574,-0.111698045230793,-0.160650283983026,-0.239255321555151,-0.223668061350095,-0.256034477935848,-0.234638140783233,-0.209879290279882,-0.24654839238108,-0.121162996156224
"MYO16",-0.132062249805535,-0.379642890586019,-0.346633007950413,0.718155846194479,-0.329151431145558,0.0895218210112073,-0.176601801313234,1.82458353487076,-0.311379546224483,-0.378315614641001,-0.345227535869608,-0.17275994080866,0.0461167107498985,2.41965139603447,0.00862010761759403,-0.319947547425065,-0.299760905379218,0.283752649344707
"RERG",-0.125371500926262,-0.329279060561521,0.905880385757154,-0.279711924693067,-0.168585933375281,0.794225294992671,-0.155687029907526,-0.269883096442609,-0.319256418926548,-0.334023524556319,-0.276640325548884,0.267581340430409,-0.108392746842966,0.854234050156401,-0.107126143033052,0.184428009167001,0.12655887625008,-0.32439198919608
"AGT",-0.195029377743208,-0.147705026074989,1.45858404743586,-0.112031558406728,-0.193712265569028,-0.144922921941827,-0.197405228582034,-0.203938430442325,-0.170560705246406,-0.146688820571591,-0.133720086628337,-0.199470366178413,-0.200066095771863,-0.204792997948742,-0.206191791070494,-0.0302979237007846,-0.198246564690364,-0.222578259780823
"FYB1",-0.142863413668936,-0.151564685110367,-0.148223253214842,-0.142093429560114,-0.14570258162142,-0.142162920693859,-0.139836032067186,-0.148135900027031,-0.148352773169974,-0.153236700199319,3.74164664352428,-0.141443770645262,-0.141568326294688,-0.148154023321719,-0.134831354701714,-0.095962415556363,-0.123964116104116,1.17971064496352
"GFAP",-0.180861007455754,-0.187341565514246,1.46878352289845,-0.104086575290987,-0.183702274812772,-0.195525549131693,-0.176019024230479,-0.186382207927325,-0.150017205087262,-0.212669544684235,-0.105718257393368,-0.191599730903816,-0.174930970343631,-0.182717038855375,-0.17773375623074,0.0435269171803506,-0.191157513905224,-0.132943803483885
"PROX1",-0.256304752764156,0.363423615797529,-0.266596353506158,-0.0216791131639972,-0.188899762982552,1.29139839085399,-0.264447939947853,-0.265469135773703,-0.259097901709042,0.50129023907253,-0.179527639702749,-0.2709531927787,-0.258450756462284,0.478400643770125,-0.265189247302615,-0.264638725907402,-0.271519792018856,-0.118490998465298
"MEGF11",-0.168988031365863,-0.251534767773243,-0.137471773963034,2.29765492277557,-0.182922319714517,0.17864672774222,-0.187982893512021,-0.175353810410919,-0.259038256770793,-0.252507532180703,-0.249212587206205,-0.204188190344165,-0.167304570600541,-0.120186704323603,0.0567343933498268,-0.237147166752948,-0.169781502817679,1.31246530145637
"LINC00844",-0.227243271185523,0.994856161522487,-0.118427674446596,-0.174501982250283,-0.234444450396652,-0.163657800315741,-0.240100453226534,-0.23955139622563,-0.250690443521025,0.37256679270903,-0.197152186995576,-0.246939802361829,-0.23322784911685,-0.248726886270227,-0.237143569812431,-0.233957974465392,-0.244393124678243,-0.112920051732875
"SYNPR",0.0709527089268124,-0.443284382367947,-0.440522176265307,-0.44179072597439,0.0475381847173771,1.96887480263055,-0.313900590633875,-0.221694747482257,-0.162842655184603,-0.450217952397792,-0.422433800611519,2.0860628334797,0.315785294583308,0.224221293687427,0.213732159469751,-0.415059452765504,0.00717786908603557,-0.395735409340201
"GLI3",-0.219876945039418,-0.224357192018042,1.79978556089174,-0.214500386709996,-0.226641510286276,-0.226260639291067,-0.226117162033562,-0.140002659199851,-0.23090171727695,-0.22288609588174,-0.15829709622693,-0.210566815878564,-0.224273207004498,-0.170536218212895,-0.219802131398282,0.0526329125062286,-0.232019705828026,-0.210523040788313
"RANBP3L",-0.227684936661884,-0.249390085614064,1.88776632163312,-0.227255159087488,-0.202666897514267,-0.229578815488354,-0.166417628756238,-0.193359441462556,-0.240852552175319,-0.254510472026128,-0.179985101896661,-0.227725853074167,-0.231131028248144,-0.232816061007201,-0.226306696381275,0.084004810636581,-0.234148092282746,-0.215082044615184
"AL392086.3",-0.232491380987195,0.264477232378407,0.912787314947622,-0.230044052310877,-0.23687395057054,-0.24010530318887,-0.2414797091488,-0.175234852424641,-0.258357035288162,0.374478971380926,-0.0850525615710917,-0.164235561874627,-0.220993226798444,-0.241431535461353,-0.235287893689263,-0.238677184114953,-0.246729446930052,-0.20314950221701
"TNS3",-0.246714922260086,-0.266744977784937,0.776219392281135,0.950886835900804,-0.244960469036307,-0.113054455704286,-0.255201349732861,-0.258897106909785,-0.265526005500488,-0.26571709346108,1.10170711790362,-0.23167809060617,-0.186105036577372,-0.263295255064781,-0.255697438563086,0.142942913627977,-0.267550408302066,0.998844442556365
"MERTK",-0.221940555415434,-0.273897306988555,1.183670842938,-0.201640586975303,-0.0853634310989093,-0.228251210025175,-0.166383995590311,-0.239278179740809,-0.266203849920532,-0.272707673113618,1.77229582014974,-0.2479201855137,-0.257109839603902,-0.165133740450159,-0.236598709685639,0.0560705549084505,-0.266866442816383,0.515463699575101
"ALDOC",-0.162033176918531,-0.314340797453513,0.488669587444187,0.162050706712971,-0.0122887823634846,0.292876423214424,0.111319879058728,0.237080386875626,0.290573267658885,-0.397890968114709,-0.342968921740682,0.0529250548776025,-0.126540712468414,0.322121745122315,-0.154243723493418,-0.316487812554356,0.0402714594231279,-0.231753857904179
"SGO1-AS1",-0.190407807868258,-0.108472938998788,0.194858073321709,-0.0243048304281589,-0.0862303819492272,0.449439511028741,-0.218789516657715,0.630080295119023,-0.27866112433856,-0.00700563149343763,-0.0901903041521959,0.200229968264133,-0.121031661652301,0.293647846684902,-0.168435655090554,0.0597746998272834,0.443790867926896,0.0105762313522947
"ZFP36L1",-0.214681932491502,-0.244473999232786,0.838118501562922,0.321163514119633,-0.227467529742958,-0.236875191821358,-0.206748808260238,-0.240570976831467,-0.225460387032787,-0.249533834878802,1.58225077095938,-0.233756333726971,-0.211114276658547,-0.238362825908146,-0.236314991294688,0.934357917908011,-0.237818211588694,0.914122516078545
"MCC",-0.252626928261875,-0.310584794246556,1.03741060347641,-0.180681533548481,-0.277708425437436,0.542937198329401,-0.236146277847675,0.504050279667221,-0.315896745810309,-0.296626056850412,-0.176800861092039,-0.117425363247979,-0.226404000730206,-0.00579715543708295,0.489998171951203,0.755315881760121,0.124690659792941,-0.0998091229915753
"ACSBG1",-0.221569602869199,-0.0929121780443309,1.67474809686931,-0.222936632132628,-0.224335046486715,-0.222321422423139,-0.224431483376907,-0.222256271178501,-0.228206366777281,-0.173863457618507,-0.154379883557457,-0.220695129071955,-0.225630317458965,-0.225900541289979,-0.224281295199491,-0.213341362485028,-0.234291899960879,-0.202469562255502
"TENM1",-0.197985517260225,-0.389982036995818,-0.355056290177861,0.697732527209972,-0.124186474480846,-0.0106037197177347,-0.000965632293753141,1.59515689752783,-0.298765821803652,-0.395683265990459,-0.38688302914558,1.3646989219521,-0.249441213002493,0.3006816382743,0.858191458216861,-0.357770623307998,0.151879784035617,0.488406119887627
"WIF1",-0.225812481409382,-0.234083343564866,1.3757669979451,-0.222497746198183,-0.229393150992547,-0.0398130587516838,-0.230137484862805,0.512085672136599,-0.216501999869907,-0.23275735579893,-0.170610945929063,-0.0352313162241111,-0.22884079592425,-0.125508282167296,-0.235202988198108,-0.210378087811965,-0.224341985303757,-0.191491783301758
"P2RY12",-0.117192805383866,-0.155782224628228,-0.122109847145168,-0.0818406349970507,-0.142396165996719,-0.145988122316013,-0.141415625059792,-0.151590261838936,-0.15266505501109,-0.15391536431065,3.44948536486308,-0.149077063076422,-0.129464720674121,-0.123797813619761,-0.138094072728383,-0.145664546094312,-0.154117457531972,1.71326487580061
"MAF",-0.241589820405071,-0.224774907819595,-0.0938277157440883,-0.0915906131712004,-0.25379583767208,0.160222584175797,-0.254964809165365,0.626111930873765,-0.230601127268255,-0.20031122211834,1.71918454705716,1.05899800603894,-0.232300510632812,0.756732884032229,-0.230859913323942,0.00997271094984063,-0.253754115977159,0.893640080163438
"PWRN1",-0.16294632708477,0.0985492739672067,-0.388198083962597,-0.386164015287567,-0.212276673300123,1.47452181571143,0.0960167639165088,0.0707191049192694,-0.385041718830191,-0.37106901240867,-0.364027004391765,0.628221955917289,-0.298721526183182,0.682377784914604,0.794545689944702,-0.359578122808317,1.72022293357761,-0.336456453952862
"LINC00499",-0.224149271926418,-0.231306821183603,1.9262037166235,-0.228263001607771,-0.210317399633298,-0.221875106909106,-0.227101987120269,-0.228069150667255,-0.241917271127537,-0.243745611019995,-0.175989276076697,-0.230509671509874,-0.227459329570406,-0.218967452688028,-0.230760180632327,-0.20314703466182,-0.232861635392125,-0.238505039789522
"AQP4",-0.18370910469376,-0.24604638240208,1.86352599276978,-0.228979468852428,-0.21193716517649,-0.24398786516717,-0.235059069049136,-0.25148283631166,-0.164503933811458,-0.24312548127704,-0.174520696558249,-0.240167324971307,-0.200501553750893,-0.225453597967477,-0.233936378971265,-0.208040131500718,-0.244524581583826,-0.22797077590278
"TUBA1A",-0.104791259665142,0.489444549802563,-0.390731410637659,-0.220095732119929,-0.00758024268367795,-0.0597770089820629,0.0755724169591461,-0.220267197283778,0.672177272842212,0.102150253918025,-0.40537650311386,-0.14145171879077,0.057638371037772,-0.137948507634932,-0.0445249909717332,-0.221320093991163,-0.033768291103287,-0.158144123023458
"SPON1",-0.23440299216867,-0.293798485018393,1.66230198988474,0.133521114579445,-0.184546835288358,-0.216356075452129,-0.197087563623317,-0.272499966448199,-0.267454376428187,-0.297240437224263,-0.200490012818625,-0.0130697638424844,-0.222022481805248,-0.195527586890879,-0.160567962916143,-0.245333750087535,0.98770111749974,0.101203506572302
"F3",-0.207788906814329,-0.210388563104749,1.6295722057073,-0.0820055109591013,-0.210960231830254,-0.206970975161307,-0.211145188516969,-0.159958299015383,-0.207400173991969,-0.219375300006452,-0.137463240707278,-0.187483866556039,-0.207367524676587,-0.202599896021533,-0.207327196626473,0.00267413865191443,-0.214141081138792,-0.107617591159884
"LRIG1",-0.248098651856082,-0.0213585939633027,1.41351935463782,-0.133924282158521,-0.266115331382798,-0.198137616060338,-0.290055506644111,-0.290965038615868,-0.313538943662642,0.278291683852117,-0.0572847819553311,-0.307535605376646,-0.232979402895312,-0.0402887327383912,-0.254977606242647,-0.0141827861471992,-0.29160368827583,-0.0848809342916909
"ARHGAP42",-0.273170623282914,-0.261521569384101,0.570441189613762,1.310842468106,-0.276827823733475,0.0259294971215003,-0.216464507426629,0.294064576834033,-0.277236255913778,-0.275523510211039,-0.212006044356266,-0.200843395869875,-0.273326862966833,0.0334177382530581,-0.260714761211017,1.01856411473817,-0.241167524963292,1.05737682009845
"ARHGAP31",-0.275720472080787,-0.284831036069971,0.878008786176219,1.12591963266463,-0.275964614268253,-0.263852146911863,-0.27784595841445,-0.276119083447199,-0.284266372676588,-0.283005102850781,0.622084135559043,-0.27118406139329,-0.27019506471278,0.324813574620503,-0.200180271783067,0.793276227828725,-0.21111822986538,0.966877001924004
"SLC7A11",-0.213718153948999,-0.222895844278659,1.71733871243985,-0.21731110797879,-0.178003688234924,-0.167129980405035,-0.219290803886872,-0.236243413806676,-0.234659427954486,-0.246673200353518,-0.172996740434983,-0.233632543791008,-0.18139089097134,-0.228451603176613,-0.235519131497752,0.887773725273962,-0.237821483259307,-0.249697757699125
"RAB3IP",-0.257556088274991,0.0835945978640761,-0.29577520826991,0.96812624470041,-0.253495107246685,-0.0199633806968301,-0.235669263914143,0.541061317760708,-0.2678898643549,0.0782651014966985,-0.331464020167548,0.342203975741411,-0.175243708691109,0.985666633736262,-0.112453718632564,-0.272564992805733,0.132929978420987,0.375146977849973
"PDLIM5",-0.283862311319491,-0.100767087071617,0.997855101625938,0.726812446817689,-0.308624023062088,-0.038661757797186,-0.281652497987006,-0.307448404328846,-0.313756672445182,-0.0239453914439336,-0.00252521322184315,-0.194139463632275,-0.0927358330183966,-0.248020693972456,-0.285629211118752,0.666102002531483,-0.299978381621911,0.511444767118419
"PIEZO2",-0.290912694415984,0.838793297401267,-0.292438325290452,-0.294171115309324,-0.291624499269565,-0.274646859255285,-0.291817427316019,-0.122613143855029,-0.307780235463325,1.6206693375865,-0.208753094906002,0.135290275869684,-0.287262591519581,-0.295946351448385,-0.20249803530002,-0.276692164633229,-0.292497651522183,-0.309814204228245
"RAB31",-0.276567357133031,-0.280244360027043,0.547645587116365,1.22208122139621,-0.210260808244389,-0.122525085687293,-0.185308913133756,-0.297122872738347,-0.262153867478605,-0.279231268556887,1.03965548440048,0.167029180410917,-0.173527147417541,-0.276472338963347,-0.150673579868962,-0.14255484323914,-0.30411346885034,1.00643173933347
"HIF3A",-0.292396905334859,-0.309538288729592,1.69049879453409,0.730146191447503,-0.289242815467413,-0.0794597152831923,-0.292792986136649,-0.300180350948261,-0.309255676746439,-0.316679018136327,-0.23696777702375,-0.293557941572724,-0.294383380109432,-0.292537495954144,-0.288609686546212,0.243854517598689,-0.264023620712935,0.0420856419415711
"SLCO1C1",-0.217535624474722,-0.226795017607468,1.81557937146836,-0.211002255078238,-0.224563545200009,-0.173611475949015,-0.222158324677315,-0.221321062381876,-0.217509621658706,-0.233085110615452,-0.147785945064218,-0.2199070682016,-0.222946750821607,-0.221928019275271,-0.217842632541079,0.0165973435398576,-0.221991418755354,-0.213303083075091
"LINC00299",-0.137889216558898,-0.35614862343093,1.96383598361855,-0.273616607967139,-0.240845883084868,-0.263577287944498,-0.0062578862737174,-0.333031887319169,-0.339164144897995,-0.355476362640202,-0.240008766843757,-0.34249173454245,0.0921011229324051,0.042245610424302,-0.185069498230768,-0.330960004022253,-0.34931293752395,-0.346546036053697
"OLIG1",-0.293674146647613,0.596741269972683,-0.152187425959676,1.44201775256371,-0.29256247125933,-0.289115193095929,-0.294194286618223,-0.282036997102031,-0.288399047511764,0.206131824965347,-0.255304860308548,-0.294496829202667,-0.288571561354457,-0.296871368334334,-0.287679491861698,-0.261448695793414,-0.298545759823873,0.787132374719885
"ALK",-0.261196696261028,-0.29668283862811,0.0554555771812408,0.978472890901285,-0.239968124917865,0.0672609773465351,-0.280371213191288,0.971386733254459,-0.3427501943464,-0.293699673827127,-0.323183690794708,0.382040819302137,-0.207938137417658,1.925029501387,-0.23401749352334,-0.32365195461441,-0.264913124810081,0.322919679626359
"GPR37L1",-0.264669179970172,-0.0743609384001922,1.2195006962228,0.784463153237414,-0.271627988617178,-0.265900205768519,-0.267262664038659,-0.27368214224766,-0.253354567016554,-0.0984915063628184,-0.204457865657867,-0.274354830389253,-0.26681451184469,-0.272672605689507,-0.264719474958817,-0.242200763560148,-0.276638918648844,0.299409548526565
"CA2",-0.27036831848087,0.874130042178546,-0.10279522160405,-0.265700689310636,-0.266716586171635,-0.232223005852777,-0.267541912102395,-0.243493003873399,-0.263259608442715,0.818789431452409,-0.217176448043721,-0.250956068534869,-0.264768959814545,0.387190330459953,-0.265122422418469,0.201036078095615,-0.226462124574381,-0.269053376224956
"PPP1R14A",-0.263614141213889,1.14771909127315,-0.243957037980906,-0.200418766868197,-0.261679516934927,-0.270218017843769,-0.260145659877979,-0.263011001979848,-0.240422770572279,0.505398494118272,-0.195866828149299,-0.25628491590023,-0.252439159599866,-0.270680030076672,-0.246739914060589,0.123032735698648,-0.260350654601468,-0.158644003628684
"EGFR",-0.298982693628943,-0.310364379049743,0.938842437616673,0.409323094329938,-0.313019771619949,0.895926703704076,-0.28030583461489,-0.210311337069948,-0.314081482228303,-0.317070296350667,-0.278342596659366,-0.263223456766087,-0.30684533641904,1.41605147370415,-0.308968822718031,0.576932644670747,-0.313250481919966,-0.0327296256979188
"CXCL14",-0.22317819598302,-0.223742369900057,0.254174781610184,-0.220675792522768,-0.226998451394277,1.9252652143738,-0.224424862724708,-0.217840538043335,-0.184612760533206,-0.242599482572474,-0.207894354159169,-0.214726461603155,-0.22077680315096,1.77339953081954,-0.230922526015174,-0.18766957257472,-0.211502707481356,-0.244995971951505
"HSP90AA1",-0.155708666612996,0.151712749295913,-0.306933562024339,-0.390137505416152,-0.00719277865919389,0.00941891145308939,0.188051643231017,-0.0275775785631589,1.16167864329917,0.0846528969322798,-0.211193318901284,-0.0369935630866138,0.0195351341162867,0.179050638206315,-0.0495004869213387,0.00572988966065403,-0.0286206574150718,-0.302301502341567
