"","L2/3","Oligo_1","AST-PP","OPC_1","L4_1","IN-VIP","L4_2","IN-PV","Neu-NRGN-II","Oligo_2","Microglia","IN-SST","L5/6-CC","IN-SV2C","L5/6_1","Endothelial","L5/6_2","OPC_2"
"AC011287.1",1.29665869377743,-0.509311366164197,-0.491885363209665,-0.44769896765371,-0.0172811529329597,-0.470614858007682,0.414025618517189,-0.463263383039159,-0.394615813835067,-0.510716713795976,-0.465374198672522,-0.464085267996106,0.754619352554688,-0.448881287058577,0.579751633370241,-0.443994874849523,-0.427226228662579,-0.358539214729011
"CBLN2",1.37539819939974,-0.477353510081512,-0.472784090587548,-0.452067902437146,-0.171319960949294,-0.360052284488995,-0.266425347948355,-0.448020765864385,-0.186451202073662,-0.462342530714233,-0.456442810093634,-0.256117251034402,0.989272827508675,-0.464951155347709,0.145591618576649,-0.438996611133238,-0.455944048110911,-0.46305788791476
"HS6ST3",1.2357646454356,-0.794666655450069,-0.759999969754109,0.525071095729784,-0.209100478593509,0.366921075351859,-0.119446302500075,0.486242702920973,-0.309750168370097,-0.778640119659036,-0.754460765413739,-0.511478322666567,0.54427146281553,-0.497791378519209,-0.276804213234421,-0.700098182392323,0.8799845155481,0.111215166569851
"IQCJ-SCHIP1",1.10967606935319,-0.522716555885198,-0.778397534460602,-0.743000238167521,1.03563895341575,-0.419351991608157,0.865097294217766,0.029950376390298,-0.753430149036471,-0.176763582429982,-0.815667704458557,-0.184061778525539,0.667480880988643,-0.528859372826822,-0.189982944701157,-0.724073879274342,-0.288822957590936,-0.75027289982953
"LINC02306",1.15153886070494,-0.355205955355229,-0.346439225750628,-0.343243750237256,0.366536485882605,-0.337467917460448,-0.307262158942081,-0.339883625558878,-0.317793510795551,-0.346091062198459,-0.308820245556454,-0.3409499938739,0.0818536531348158,-0.343914094746844,-0.320427131965622,-0.329705643199749,-0.338564895317252,-0.304319726705793
"TAFA1",1.14822187970023,-0.651027226383431,-0.177026983462723,0.145361376652147,0.0170335246000254,-0.418972517584454,0.953465953249516,-0.592537204528638,-0.42160208574465,-0.636577554024557,-0.576287819310207,-0.623837828014224,0.418211835476762,-0.6163891206366,-0.345873746069224,-0.560824524120677,-0.534556093574096,-0.112641466582451
"CUX2",1.29907490533183,-0.435533482254675,-0.428428515963596,-0.345145548021546,-0.140910941116349,-0.40583548842508,-0.358240533225329,0.341117158404866,-0.258181439731849,-0.429955947654209,-0.41742853844506,0.161046395235151,-0.389690592307476,-0.365657481065816,-0.394929551667669,-0.377904587523934,-0.388625182312053,-0.373151651176968
"KCNIP4",1.09426261703566,-0.929859936859575,-0.951922481707128,0.625762379939168,0.985097858236142,0.0458607153474779,0.95123873233658,-0.485025846930134,-0.7155571346671,-0.970331435073399,-0.894475589289594,-0.313007655307339,1.06330899710191,-0.0895497279681147,0.438422739659194,-0.808810363508248,-0.860404969416746,0.446629751493837
"AC034268.2",1.02889051437037,-0.413252413183871,-0.401503402715056,-0.395234716539163,0.385407148603726,-0.364676544859107,-0.0995571600473361,-0.373535908170194,-0.350801045471478,-0.404329758633337,-0.388582483980988,-0.367933014648681,1.00520645571662,-0.375101585052677,0.235895285999934,-0.368242864108403,-0.265323471926981,-0.383192101600799
"LINC01378",1.15290135644978,-0.40786754038823,-0.405201553698105,-0.405503568092464,-0.0800417780074188,-0.343462069893018,0.628650645441435,-0.367616859088292,-0.322060226734698,-0.406547961364689,-0.394980531115048,-0.381895046578535,-0.0781679510435034,-0.38926658226727,0.0778458780724951,-0.375305570059918,-0.39209266095953,-0.342758813813464
"AC013287.1",1.24569170639502,-0.444704333387672,-0.481692838076894,-0.34627177032155,0.066172522714382,-0.451958756155858,0.591072961111575,-0.405834856116855,-0.441551007124666,-0.432904893766762,-0.48483696817302,-0.435922291071277,-0.157098949662146,-0.473148531629688,-0.0304626505909122,-0.442677417544984,1.52758062784855,-0.448761704673852
"DGKB",1.20631735693818,-0.752082340104641,-0.595797819881104,-0.234959770923819,-0.399893822567057,0.316965226797008,0.43106993925897,-0.212466928770361,-0.436928903350647,-0.751953765941914,-0.721197292969136,-0.32107288813192,0.67166781874653,0.820188702058719,0.414301489492555,-0.199543901313733,0.298361847325621,-0.345375330226102
"LRRTM4",0.995046976164751,-0.951356400776985,-0.660514635547408,0.870349627095458,0.372287210068695,0.0499086468850911,0.569242326346717,0.634700957575315,-0.824446551387866,-0.980436629791638,-1.00961128947629,-0.00216765536647235,0.414517290140637,-0.549914897754192,0.821517641200965,-0.928088107528945,-1.0035976939912,0.689355653397663
"AJ009632.2",1.00710950778702,-0.323416861862278,-0.321993825720065,-0.312360214869943,-0.162852470768291,-0.308894241480096,0.250833220247993,-0.291929301304834,-0.170389237082408,-0.316375303096626,-0.254281816225484,-0.305444620330768,-0.0229365530045574,-0.300786850744083,-0.178852562328822,-0.277975690146063,-0.301585670389563,-0.202371470542657
"CDH18",1.10471108990948,-0.75181886846642,-0.738727825926991,-0.341347107053437,0.657452998390805,-0.0687681007314486,0.25743360589586,0.315262257557026,-0.539717212253541,-0.746432913769445,-0.721025462826976,-0.0302323778308919,0.380419701641603,-0.214137686964378,1.00212558505599,-0.672957845513692,1.2521223591545,-0.378317458951479
"LINC02263",0.994340608694994,-0.362802265233628,-0.361687317563532,-0.359031651253846,-0.109866537895716,-0.352134809035536,0.83925229914836,-0.354840692092572,-0.28405021488261,-0.359045718461897,-0.349528553191415,-0.358935647524176,-0.289335076145291,-0.35405716052069,0.29046729050746,-0.347281267565168,-0.351740749019534,-0.378031268112467
"AL117329.1",1.01047635384388,-0.496832270271589,-0.490504212094436,-0.486694879696707,0.828682594973642,-0.469676630856863,0.540565171121428,-0.461395177292242,-0.426520346796353,-0.475045906345493,-0.473552712804947,-0.475072197623272,0.972877606532056,-0.469657771688404,0.201096774517322,-0.463464573642759,-0.338688767831157,-0.426326684453371
"LINC02055",0.94340077576795,-0.337223979829254,-0.327256894438384,-0.285143619819381,0.154512076435712,-0.209364720880933,0.219808259047894,-0.300055188970338,-0.236070362738007,-0.342604280819396,-0.31419818687374,-0.293175857393026,-0.156888630481617,-0.312245211914451,-0.0990991670215774,-0.277981730369442,-0.254631184049634,-0.321845569226126
"LINGO2",1.01288204074537,-0.733445924435498,-0.726806672203544,-0.716817278670489,0.908641754416594,0.718292032742939,0.454409463077414,-0.552894091821073,-0.612274232421037,-0.728357073861689,-0.702374067764557,-0.182748168539907,0.467886726945476,0.855364093248072,0.62973031280986,-0.636260969080189,1.10688846355118,-0.654330467213787
"LDB2",1.08352610166509,-0.727292878073853,-0.722015918409745,-0.513006968114295,0.972464058766476,-0.484627419583907,0.803504896799072,-0.0695328016001782,-0.23708695758237,-0.703044859690218,-0.715169395616061,-0.700376406626678,0.845960021697229,-0.337664018429268,0.766566161251832,-0.225406706794387,1.07576611863553,-0.545693443237995
"R3HDM1",1.00601377199467,-0.650146918055237,-0.609808085868993,-0.413534963875769,0.706233589026593,-0.260816065706786,0.73966201706648,-0.0101203467663983,-0.618388425441584,-0.523192082429056,-0.590030889513592,-0.295647761602298,0.653846641107718,-0.144153664442812,0.434916183862319,-0.596786301486244,-0.123275414872176,-0.510207706554036
"AL157944.1",1.10596629319974,-0.375814344194209,-0.377115853742067,-0.37571678555103,0.00780757899649804,-0.316173037484323,0.0996584626439515,-0.33966138454853,-0.310440919451772,-0.370399680819107,-0.366564722583994,-0.349980917462072,0.346670113515083,-0.363151364091667,0.151226082469334,-0.355192327119884,-0.352484587673357,-0.322532159311207
"DLGAP2",1.01587744772835,-0.828059195912876,-0.761253611280701,-0.794386639543001,0.82094289093101,-0.129270383151594,0.652019259524605,0.7732972671969,-0.549549948027743,-0.81079274436199,-0.778232307821241,0.220249108169156,0.853713784431127,-0.239534961311367,0.840290783100927,-0.692672544800067,0.672304166488056,-0.740378395098152
"AC107223.1",0.949732264072492,-0.496609586610819,-0.454183411831429,-0.107489664515369,0.485233210747557,-0.0498951048961864,-0.0322393294876291,-0.228731653805462,-0.486817609066173,-0.454436243664872,-0.544932246814309,-0.369405943083728,0.192730309164021,0.322296948114383,0.473981014947333,-0.511161355421173,-0.272000348345308,-0.145744383255244
"LINC01250",1.03813342840643,-0.515099651033841,-0.487282077361616,-0.483165844655423,0.343794657916163,-0.270802227616219,0.340175751268574,-0.127159843395529,-0.454742030467858,-0.505671294244767,-0.497073254938058,-0.179201675477869,0.710352192594088,-0.257188949638927,0.365287993668487,-0.47844809346243,-0.114030210913878,-0.407655602183624
"EPHA6",0.877320440894107,-0.643706431531466,-0.0458677912075225,-0.548291613357993,-0.491238422970187,0.331566389201778,0.133052101371898,1.16478638415395,-0.517006671879062,-0.643529419970103,-0.603689175384512,0.624365787267868,-0.590060498272437,0.353661315282312,-0.353498530842635,-0.586391352378666,-0.603810130098765,-0.52521052663436
"LINC02822",0.909768386163891,-0.340158172214799,-0.321923653560797,-0.321500756508559,-0.0644135913527005,-0.138213600465543,-0.0252235655536718,-0.323341252904274,-0.195632589442446,-0.348976275204163,-0.325299737404525,-0.335823546677758,0.364423642662032,-0.316759903840405,0.0986905065166283,-0.290026263750871,1.42648403247963,-0.286170793273008
"GRIA4",0.947670924738853,-0.524011728090088,-0.746609588068,0.131228644008502,-0.216920881323258,-0.049414618993845,-0.0205028899806024,0.923847640258388,-0.455572796112073,-0.464383341829984,-0.814942277526178,-0.465245101511255,0.251509927417606,1.26092001894714,-0.357467142424706,-0.739672173834224,0.798925499535644,-0.291150964904872
"RGS6",1.05242198762304,-0.658237081542998,-0.500822913817206,-0.643664804521035,0.0898858456649184,0.437107830965443,0.84041338877168,-0.513911502502859,-0.514108913337618,-0.648530875033947,-0.627983811071631,0.395202721225778,0.655887845496621,-0.44706999002597,0.04257344402862,-0.15668651067783,0.0127065242120778,-0.62053566620949
"MLIP",0.976724808814613,-0.501557871905612,-0.498458757862194,-0.488235131531791,0.926394237379891,-0.450604306762345,0.405559259653217,-0.480571850918303,-0.412778591487925,-0.490727841545023,-0.484390837739122,-0.481775195650827,0.765872108799402,-0.481162922648134,0.871142715404608,-0.426601993085645,0.188318538418953,-0.440562539691024
"STXBP5L",1.0300260430877,-0.9260149898664,-0.881309495786058,-0.204552024311589,0.677619845463664,0.0700637935857348,0.909871598071745,0.19222900107159,-0.526134025752668,-0.908217445774539,-0.897037287215772,0.138916678462127,0.853307079623471,0.135625336923719,0.945417747155563,-0.822354793155321,0.366256946167245,-0.437553221317277
"AC008574.1",1.13909318292223,-0.306249096055918,-0.303154377541788,-0.304387752325514,-0.025198265237991,-0.234961600477106,-0.274668930953104,-0.294089021788904,-0.274726906010957,-0.307931256155653,-0.297996934239669,-0.297251624148301,-0.212990119362479,-0.289842714736457,-0.270630426153397,-0.287904029164191,-0.144786207745507,-0.272079482249247
"MEG3",0.906305566843479,-1.03624750038383,-1.02470383770162,0.0482224392328355,0.514320020460344,0.714151287320059,0.692671114225188,0.727127095671917,-0.831642526701484,-1.12549256373333,-1.00699512216715,0.442544160167496,0.904369978113042,0.518033868112773,0.928095071890262,-0.868157085041883,1.00160429444433,-0.121285420195051
"NDST3",0.988463452320263,-0.469136712852208,-0.522703449057726,-0.519613399840811,-0.0340095832581147,-0.168747189985527,0.508104352354335,0.66738847842224,-0.335094770188699,-0.432009682247799,-0.507510684270334,-0.138252010616054,-0.0979434157013344,-0.468447773718793,0.0726267692115582,-0.498616716242047,0.0528555183858804,-0.511699971722266
"TESPA1",1.05686702865647,-0.408594753441487,-0.400481509771989,-0.407295915945703,-0.0675588231529084,-0.404568801682567,-0.320796314607122,-0.394477659114108,0.493588259704261,-0.419113651992477,-0.389250430195011,-0.399126073051931,0.836719349155125,-0.400286739800008,0.407765683938389,-0.346941399298663,-0.402840018931338,-0.445346075381376
"ENC1",0.861617430526255,-0.553545947773749,-0.526517218161322,-0.512096230753349,-0.165777847638201,-0.2474870094517,0.41097436904571,-0.532730406779113,1.67601902238488,-0.573324937350277,-0.47425596968626,-0.438746075060815,0.780044051915887,-0.499314319797493,0.288085825766944,-0.386987205891186,-0.109892786990306,-0.483916390828185
"CDH12",0.98174371365404,-0.643242038144185,-0.637065520298173,-0.620459974934535,0.385553191320215,0.0153965525563441,0.0269292426958126,0.327182794119578,-0.509936281183408,-0.639199461142461,-0.614457440536673,0.629076848363726,1.47506346093531,-0.574453168029377,0.470326713169073,-0.589160522518791,-0.401817174920227,-0.600013893080318
"LINC00507",0.986573320347418,-0.28090607825371,-0.275038717927958,-0.280039486409764,-0.225921009151889,-0.275653210692245,-0.150695532329686,-0.272354099225117,0.0381453443776137,-0.287446396621452,-0.274996670928742,-0.271621003337063,0.040347192359865,-0.271386228328209,-0.260080466315328,-0.244042007466917,-0.278859385308928,-0.286485957579345
"KCNH1",0.809396364119015,-0.481392603454103,-0.713183786310373,-0.66999365051509,0.942598456233275,-0.044596526001671,0.468075193810985,0.448661137907124,-0.492969433680156,-0.281562888940243,-0.692438412937395,-0.126286202584962,0.426973642543926,0.085431896456899,-0.244338740413359,-0.66012874100935,0.174832383526169,-0.663195843072105
"KCTD16",0.902586808846271,-0.778476667216255,-0.705577262719505,-0.0209555998860359,0.443990391574731,-0.0272092023058777,-0.285746700951937,0.377142218094832,-0.193240136463744,-0.767031567685682,-0.756992286413769,0.556802497985163,1.26302595062989,0.849209010253566,-0.150357277602351,-0.698895643304213,-0.233582275928081,-0.0870894318766761
"HOMER1",0.705761783294775,-0.570222214261651,-0.497429564864717,-0.291253344144085,0.426644986249453,-0.17662106927621,0.21245269410243,0.0609411153796857,0.0354813796563841,-0.566456875978556,-0.426906547427378,0.00542621013964005,0.804265786577868,-0.0942275922444299,0.605987946178937,-0.425268377384066,0.490791030613279,-0.249288523587742
"LINC01331",0.872363996421704,-0.258318994355591,-0.253505960741966,-0.252056014369185,-0.237901021209242,-0.235377017586182,-0.09207612593831,-0.244010623895849,-0.12727006085095,-0.254803167337729,-0.230559129439349,-0.235642887866475,0.324488692761351,-0.249945308530497,-0.189089158516908,-0.216839479522197,-0.257377328541665,-0.204421755462878
"AL008633.1",0.845409598101304,-0.64998633502243,-0.652546439797536,-0.458170422481204,0.44501445388976,-0.2301955928256,0.554569211633913,0.107205346600107,-0.601324843084045,-0.614819368170078,-0.00816095999689559,0.255451011371221,0.988384485367559,-0.336954673927816,0.842697238146374,-0.45800900519604,0.279607836335963,-0.233735388535266
"SYN3",1.00729295846817,-0.628484274431553,-0.609006928569184,-0.155668466110105,0.317770769363447,0.234068988767414,-0.0468806830982422,0.065281797397645,-0.571979002234051,-0.589231861697476,-0.605337848779424,-0.145672934079711,1.08175124317952,0.376789653525931,-0.26786805261543,-0.58947933012687,-0.483849779374138,-0.291379101013607
"PHACTR1",0.845571190420036,-0.797849883266844,-0.458259065277817,-0.608589140868807,0.55481245288758,0.0307997440933083,1.16761890285373,-0.173249500725825,-0.578487038810939,-0.678837588823482,-0.714047414595091,-0.170141181534545,0.804158974226196,0.244746401522354,1.04610294084662,-0.589523222614181,0.710393260657258,-0.499706826857018
"CACNA2D3",0.914139636064855,-0.79137888903353,-0.395496699856317,-0.122620464046759,0.219173825764452,0.361035596586422,0.550630729944755,-0.641465856876023,-0.656636244487351,-0.770983460698038,-0.749603372574216,0.822824523996937,0.846927455125851,-0.513992473147152,1.06625320235498,-0.282750597628698,-0.176157105344897,-0.423589806641606
"CA10",0.858433585445508,-0.560757556976399,-0.553856628026504,1.7188692447155,-0.228213028195112,-0.43976413804117,-0.131906755162773,-0.539294841813916,-0.123306200919997,-0.554269180564962,-0.537423048170279,-0.52005852829543,0.822179945220455,-0.505445317848974,-0.209044097495311,-0.489518401405035,0.0871193859722324,1.32706125787555
"FAM153CP",0.830923612161459,-0.57732858511307,-0.510695663814217,-0.542085216904303,0.283998714133937,0.202034422129447,0.278032244442418,0.201222894221358,-0.531286296342394,-0.582059936964482,-0.562814548446344,0.303512224652484,0.671603597319738,-0.00868374551642356,0.566579487277018,-0.539652980782639,0.387202500601865,-0.569526270277453
"SORBS2",0.849585354702837,-0.711082938608305,-0.689509833658504,-0.058110151450501,0.51542430713995,-0.180605391115568,-0.110026313519878,0.271979836654273,-0.41348779986679,-0.702183627984201,-0.681290271297587,0.564133821003251,0.761750511073807,-0.172986092645763,1.29151133376294,0.311696387374196,0.670226220527026,-0.237917504024586
"PLEKHA5",0.863713292021229,-0.71858127560127,-0.608896970023763,-0.408542816143487,0.373328981924353,0.414853192379354,0.256215519778566,0.347038908681276,-0.664631539921641,-0.681067478260891,-0.637867126891635,0.193075302331692,0.728401823666531,0.0727264124920643,0.783848748281236,-0.248499220564608,0.27386629651653,-0.435422548638915
"SLIT3",0.731577732270888,-0.400549728460812,-0.397568753449289,-0.393029644645565,-0.199774182523532,-0.270316988511108,0.643114703221464,-0.296347771364756,-0.205702394453346,-0.395599589279955,-0.388066580583503,-0.384677789166942,0.981162224380263,-0.264191788114141,1.26190771408241,-0.088196531309344,0.381744138531931,-0.34526683714396
"GPC6",0.698473229709148,-0.595817685746405,-0.395169310787513,0.874116148704813,-0.155339042867749,-0.409155753996268,0.149951718314675,0.340882726492157,-0.538397344588752,-0.595840711440075,-0.56580271106531,0.958616626327414,0.0258182156538263,-0.273241410967979,-0.397511921405493,-0.302066809260463,0.758355138040383,0.576611413360365
"KIAA1211L",0.907203956519104,-0.478211890878072,-0.474104829412775,-0.430260190131537,0.435357646914326,-0.449982349817668,0.399337182232253,-0.430475261909343,-0.144188840578687,-0.478702068696131,-0.308540000420082,-0.193550116847566,0.923382548499733,-0.463649897100578,0.678497746046561,-0.386482447048518,-0.237843261738225,-0.29446893772668
"LY86-AS1",0.879046171496987,-0.450468404484531,-0.441021224991528,-0.446859151269284,0.778101156887305,-0.424061827774063,0.523476397951621,-0.427206295125039,-0.315812860877781,-0.441595577517792,-0.333903409138545,-0.435547777166195,0.705993622252331,-0.434964063189472,-0.0389429917824897,-0.416692643441903,0.814509114376358,-0.403046348486369
"AC093607.1",0.712661134882689,-0.279812352501834,-0.272529937209995,-0.270092911943295,0.671277125777912,-0.263447470769412,-0.163503671544427,-0.232559162665679,-0.253554836948611,-0.275742794832523,-0.277382234802287,-0.270058093676776,0.360692573208298,-0.266497915853969,-0.233504199735415,-0.264113229611158,-0.254972140604219,-0.229529917005551
"ST6GALNAC5",0.947646726410113,-0.670977665371358,-0.451319335858916,-0.665093619287989,0.508665577554042,-0.438779412551623,0.924268236538006,0.100640337482273,-0.41361754141819,-0.630831545064713,-0.639027765564244,0.843560166983134,0.380117220121421,-0.20755847777512,-0.322591929103017,-0.625874836876841,0.441149452542806,-0.632508570479016
"KHDRBS2",0.858584759358503,-0.790690821964615,-0.84417452357984,-0.442670599889179,1.2257542841009,0.0941920050702656,0.646133437723683,0.612844714426917,-0.722197512981655,-0.76472437046903,-0.767826763764161,-0.104488427209645,0.946147011190399,-0.44186898423669,0.744477882804687,-0.755597719016696,1.0529047273602,-0.534423473691989
"ADGRL2",0.866376122491018,-0.735509254458582,-0.719266454263762,-0.718243311649649,1.1193569838674,-0.172964523041249,0.330884307772258,0.285205347666998,-0.537697136060904,-0.726729659619086,-0.702720978339738,0.817885373278521,0.996824173392356,0.697087236198095,-0.127084435807256,-0.199045542160903,-0.319571593741741,-0.691604574937453
"KCTD1",0.792661628098089,-0.412819963584622,-0.301947470096604,-0.272311462069677,0.207561457492022,-0.236394052575153,0.134333614545773,-0.336232678029531,-0.225077885034887,-0.263885075933188,-0.544371969130253,-0.405856759651391,0.790854685220832,-0.0219055588942393,0.680471547315418,-0.46598293851043,-0.445050165287952,-0.358038866228367
"ASIC2",0.805358008089501,-0.703583592224166,-0.691885218845005,-0.2146287098612,0.254298961206018,0.708498861383113,0.228287827866939,0.460598912294144,-0.573120564837907,-0.697266389548016,-0.67723351253646,-0.174427390804951,0.307128466719906,-0.510925694227198,1.70719042335214,-0.646753383656781,2.16776788849436,-0.498246102405414
"AL591501.1",0.816762463129701,-0.498135534746837,-0.489857778918351,-0.492342422904089,0.469906559400596,-0.0297813853648156,0.300638730122349,-0.0394603721959129,-0.439718708798057,-0.489679265458332,-0.480884276008972,0.00315202851584529,1.02961174788499,-0.457525196606331,0.52116680288898,-0.433602463392965,-0.199814337275569,-0.450366410374201
"PDZD2",0.817608133124619,-0.336191726849416,-0.507539086790241,1.23268264844912,-0.476566918214923,-0.254739428015908,-0.454061437111168,-0.502560944577112,-0.530795700708966,-0.0178023967921496,-0.628704996930944,-0.568635871229343,0.565700292628874,0.432612762706811,-0.0581014860309401,0.353141289598831,-0.47904580487261,0.659856214128188
"CACNG3",0.749015158431118,-0.527680469933305,-0.519989633328066,-0.504617667042219,0.137262300768088,-0.188467727375579,0.257681290705811,-0.0477833351659275,0.0502631226869811,-0.515305873442707,-0.502229497648063,0.438517296700322,0.654400958949461,0.44498481350965,0.64006029391953,-0.489602858279322,0.455988581943182,-0.490519015730257
"SATB2",0.873758751129483,-0.503305577689138,-0.484144532013422,-0.568488698861929,0.944689369882317,-0.580064391480871,0.662560303069295,-0.572242333040028,-0.168018938704082,-0.469818243159247,-0.491485259063934,-0.578169991701612,1.12982302006934,-0.572693576797635,0.720621537279642,-0.436212813906733,0.817573130158086,-0.504292441253376
"AC110614.1",0.798282159666287,-0.29442011867794,-0.28036091433815,-0.28937357939888,0.271601011078235,-0.275033161129272,0.218917930984779,-0.0910433628855428,-0.280749925731725,-0.296781568536987,-0.297545852355526,-0.217772909207731,-0.168943971053197,-0.278489572685938,-0.125790009536923,-0.281764893792319,-0.27246822730126,-0.275548222422216
"FAT3",0.799639066423988,-0.678014203322249,0.231184563551495,-0.425243281935644,0.326852111117257,-0.214558211661302,0.820893648430642,-0.586481908006079,-0.195384665284557,-0.670350226104653,-0.625783167954687,-0.12202059045244,0.42312956198307,-0.470693489634696,0.349388340891269,-0.590319900997885,-0.295333606809172,-0.480530561721732
"TAFA2",0.703205799626897,-0.737384161172707,-0.697772824936451,0.110667610935096,1.13909829619073,0.0668313090665433,0.678008362597939,1.08268268431415,-0.56762216191895,-0.724736147630517,-0.695814690429333,-0.143146522954052,-0.409811887720121,-0.207046499326523,-0.0581803370044777,-0.668139420098783,-0.120469076606185,-0.018172301587184
"AC007563.2",0.748565151163691,-0.41517100938747,-0.323362779445384,-0.0129112846797506,0.19776376947238,0.164084593864373,-0.17546151954151,-0.373231534759002,-0.389354552828913,-0.403177457046991,-0.390248013291281,-0.288324021123026,0.768989976766873,0.107760100297542,0.265510816882683,-0.373721745511458,-0.393955571439036,-0.248019808673247
"LINC01090",0.63206418017909,-0.20781916473154,-0.201345747736799,-0.194244279467441,-0.166699259761418,-0.156706331314881,0.135144433158221,-0.166131552703514,-0.0925667618312847,-0.218380655720737,-0.19582691710926,-0.180191369041457,0.0858427113136798,-0.182237241865789,-0.111243302583397,-0.150972059853919,-0.177268057792709,-0.183162438577998
"MIR137HG",0.753053386123762,-0.51344021650229,-0.51141923826311,-0.482897903103577,0.552960915098928,-0.173312028028125,0.653735736442672,-0.412639119223343,-0.439908062195054,-0.500215188268196,-0.503202759177221,0.00497278573963254,1.01489919841194,-0.246665611784508,1.14993108905209,-0.47679330992074,0.304716357314409,-0.500476435956991
"ANO3",0.687312372396702,-0.450764065125006,-0.449455902860398,-0.286656951880579,0.866697302643125,-0.436095240742035,0.609462557236301,-0.427495181040647,0.070069364283024,-0.452113551707252,-0.429615318745704,-0.443084569751466,0.502761298245665,-0.42933322839005,0.430308783929173,0.14466152791333,-0.097873825459152,-0.283430566528778
"RALYL",0.98863292997031,-0.803971699479299,-0.799400767406151,-0.456289203534013,1.20368610095497,-0.555894866982446,1.16874898740069,-0.711068681134658,-0.572941087047122,-0.80009156870884,-0.774263112842631,0.456362009893938,1.20438769815798,-0.010907758714486,1.359537906258,-0.725077363054772,0.353454483603113,-0.496205339618058
"COL24A1",0.669745100910051,-0.313316806808745,-0.302364383476877,-0.30183851781575,-0.190437827601411,-0.270599524127529,0.214714337922344,-0.227163676450025,-0.246283227104285,-0.316786001309445,-0.299242474178317,-0.138837006108764,0.852867661322204,-0.28763734770123,1.05175609230585,0.0425933730432175,-0.129699859821635,-0.18791648311709
"DLGAP1-AS4",0.622228969427766,-0.40385583712281,-0.39433784427258,-0.332365597853893,0.672716612507701,-0.26160263170436,0.360355352515065,-0.0602992283953609,-0.214867165680993,-0.408639891507322,-0.392621314278692,-0.227888444338416,0.783006225147715,-0.229972304279093,0.207332162296861,-0.357728922344401,-0.329272108492862,-0.31063322533502
"CDH9",0.829746692679742,-0.561255768524619,-0.554370383260573,-0.557811773954767,-0.112978548558457,0.32064970109052,-0.445090559197638,0.691154368856751,-0.481151715835469,-0.562878787649728,-0.544651337282404,1.4136624777669,0.652101799163147,-0.141046127949271,0.439003470686357,-0.524607234713078,0.232716794561591,-0.552533004745822
"FSTL4",0.701132817440883,-0.550655245620217,-0.507512989259141,-0.527065191754182,1.18968358244829,-0.318910308787537,1.20073602778112,-0.0981161817083918,-0.414986792113577,-0.544160012520234,-0.520035621902575,-0.456729585572596,0.733434108541586,-0.507957859405183,0.189529701934946,-0.491378551580282,-0.438744539120978,-0.549173303432122
"AC117453.1",0.66465656423021,-0.236984670972779,-0.230701494518966,-0.174668043685746,0.115145157414684,-0.159505795203938,0.0581311482886994,-0.215835876994401,-0.0899850556053331,-0.240399321648238,-0.223134863733648,-0.230336436752476,-0.0653990565727921,-0.223112199828046,-0.100822599658364,-0.181460220506164,-0.142230556864298,-0.21755057350554
"TMEM132D",0.837200434941992,-0.727933053008666,-0.731600790293533,0.541493571427818,-0.0223628122591922,0.0684561003961495,0.307421497516014,0.0884905780759966,-0.551427303364541,-0.648903256663335,-0.714729404665493,-0.218648496184526,1.1622961719254,1.28020806970316,0.0160924274589066,-0.668225771648068,-0.3770202669957,0.247534444486312
"MAN1A1",0.649990843937635,-0.434383208911314,-0.342144819702277,-0.423564872455337,0.51014912559203,-0.128476979161254,0.226176367587803,-0.399993972621051,-0.286920217652918,-0.438195752981153,0.363442803943257,0.542389002356576,-0.136938502324952,-0.421712568832175,0.331679575112239,0.0257102363785286,0.335052827597209,-0.22513264534433
"GRM1",0.69969135076221,-0.480755141921562,-0.408079758724732,-0.476254998343886,0.625390386640604,0.0607426489056571,0.313894361853338,-0.434731630838157,-0.374919992416954,-0.483415400992364,-0.467480048675326,0.733387329850281,1.0268883308804,-0.450315441080737,-0.149472057371589,-0.462045202676566,-0.223365798390449,-0.47971683331348
"CDH22",0.8386703651463,-0.327704393361311,-0.311619440207469,-0.25108933442203,0.0310018815503735,-0.234585308607934,-0.0152493629960899,-0.234041035673961,0.0292177165231277,-0.312746116475424,-0.307533265982227,-0.26043740902001,0.189450879007236,-0.146526832690469,-0.0992035502949343,-0.301654303131769,0.0526596491531302,-0.256645809030173
"AC067956.1",0.729756520123884,-0.434686209637952,-0.42798897927651,-0.426698642349935,1.02204543339107,-0.390578403010347,0.439251157980702,-0.408655733377363,-0.368029725656856,-0.414092376071285,-0.426373752365426,-0.423149214168784,1.20505985281557,-0.405708144988691,0.295880384969459,-0.406124281446805,-0.362969815681065,-0.37640608513884
"COL5A2",0.734060915638294,-0.300442508364138,-0.179147951009641,-0.265212105612016,0.232765977845401,-0.205788925236068,-0.186793723939875,-0.254484517973298,-0.0536955336309829,-0.299929484436172,-0.294307473621328,-0.291437954927181,-0.200213451864221,0.115424128996002,0.400340593447236,-0.0126251771584546,-0.26880565187803,-0.255090513782792
"AC019211.1",0.686882418640741,-0.439318646145419,-0.433458510297091,-0.430750965888548,1.09017419652864,-0.387358515708888,0.478351715559463,-0.414967078870731,-0.3927464293076,-0.420754000204671,-0.425219158219283,-0.426078778142441,1.34492154271262,-0.412544212969083,0.35493170263883,-0.412962994803373,-0.379451833862322,-0.423515052555533
